Sample,10:00,11:00,12:00,13:00,UNK1,UNK2,UNK3,14:00,14:1n-5,15:00,15:1n-5,16:00,16:1n-7,17:00,16:2n-4,17:1n-7,16:3n-4,UNK4,16:4n-1,18:00,18:1n-9 t,18:1n-7 t,18:1n-9,18:1n-7,18:2n-6 t,19:00,18:2n-6,18:2n-4,18:3n-6,18:3n-4,18:3n-3,20:00,18:4n-3,20:1n-13,20:1n-11,20:1n-9,21:00,20:2n-6,20:3n-6,20:4n-6,20:3n-3,22:00,20:4n-3,22:1n-11,22:1n-9,20:5n-3,22:2NMI,22:2n-6,22:3n-3,22:4n-6,24:00:00,22:5n-6,24:1n-9,22:5n-3,22:6n-3,24:5n-3,24:6n-3,SFA,MUFA,PUFA,n-3 PUFA,n-3 LC PUFA,n-6 PUFA,n-6 LC PUFA,n-6/n-3,SUM_SMP,PUFA_cal,treatment,tank,genotype,type
L-T2-2-08,0,0,0.129792678,0,0.389517844,0.089622796,0.217796419,2.877435759,0.116351505,0.616530757,0.359233042,20.19449552,1.623579631,7.033688548,0.415193386,0.226001637,0.362469355,6.758335263,0,9.316448916,0,0,2.44317215,0.574749335,0,0,1.064832641,0,1.257758204,0.295778376,1.15862048,1.432850757,5.529957939,0,0.671294679,0.20715426,0.518193081,0.405396123,1.087318399,6.145650536,0.230818643,0.514150172,0.534216758,0,0,8.518250717,0,0,0,4.914060497,0.285834963,0,0,1.668784661,8.840723436,0,0,42.91942115,3.203614753,40.82217228,25.94715588,19.79279421,14.8750164,12.55242556,0.57328119,86.94520818,42.42983015,LiveFeeds,2,2,coral
L-T2-3-20,0,0,0,0,0.272992129,0,0.150764343,2.492831543,0,0.588891071,0.436564761,24.55832466,1.943418517,8.495706445,0.540186278,0.15033422,0.362411826,5.422296151,0,11.26424946,0,0,2.580825668,0.57093917,0,0,1.51008076,0,1.773504023,0.653074165,1.195633084,1.651072589,3.47860024,0,0.69654298,0.284177643,0.369784652,0.358248878,1.676075316,4.988095848,0,0.242211568,0.631542071,0,0,5.685838365,0,0,0,4.528878284,0.485195466,0,0,1.1358637,6.445915458,0,0,50.14826746,3.511038121,32.77673396,17.94185085,13.89915959,14.83488311,11.55129833,0.826831258,86.43603954,34.9639483,LiveFeeds,2,3,coral
L-T2-3-38,0,0,0.142080658,0,0.368887839,0.089936828,0.208965755,3.025174347,0.139629495,0.534746822,0.35519696,22.11695453,1.982435666,6.705962874,0.424173349,0.267067982,0.361584881,5.055453587,0,8.82131101,0,0,2.312563374,0.556969294,0,0,1.37539577,0,1.895514316,0.426092341,1.000254495,1.335760565,5.65575907,0,0.671249554,0.29750777,0.353438054,0.331294303,1.282731839,6.054107494,0,0.267297384,0.581863027,0,0.95532674,8.381766877,0,0,0,3.96025616,0.418949261,0,0,1.441805198,8.628218398,0,0,43.7216755,4.668414167,40.00710392,25.10780404,19.0336535,14.89929988,11.6283898,0.593413102,88.39719359,41.80081752,LiveFeeds,2,3,coral
L-T2-4-42,0,0,0.119382776,0,0.434588314,0.112613439,0.24586927,2.335344915,0.117544402,0.614090386,0.371954822,20.02020667,1.567158114,6.917621607,0.439316246,0.252507767,0.4115142,6.296339472,0,7.619871921,0,0,2.177307687,0.718323703,0,0,1.349989373,0,1.108171049,0.35914171,1.422010845,1.085858016,5.961969005,0,0.484463106,0.305161554,0.671857176,0.39257274,0.865358633,6.468408325,0.314141246,0.437745189,0.602711991,0,0,10.10268634,0,0,0,3.632409428,0.376561543,0,0,1.945796576,10.09037277,0,0,40.1985402,3.098789766,43.65388633,29.83697678,23.05570892,13.81690955,11.35874913,0.463080078,86.9512163,45.46657048,LiveFeeds,2,4,coral
L-T2-5-33-2,0,0,0.193662887,0,0.382491559,0,0.217548305,2.465761947,0.148601008,0.8067642,0.506233943,24.26072549,1.689200758,8.887676312,0.575592275,0.272172178,0.315125443,3.620678028,0,6.891735724,0,0,3.704053799,0.64102237,0,0,1.742711848,0,1.307908869,0.681725633,2.016002604,1.042922107,4.617574696,0,0,0.548233912,0.609933144,0.271020159,0.795055419,5.06734764,0,0,0.603952969,2.397114751,0,8.304518469,0,0,0,1.975416277,0.642935845,0,0,1.217705816,8.067851425,0,0,45.80211765,5.56155655,35.38311322,24.22365301,18.19402868,11.15946021,8.108839494,0.460684448,86.74678742,37.55950954,LiveFeeds,2,5,coral
L-T3-1-13,0,0,0.114236602,0,0.359212565,0.109779344,0.207002403,2.946547599,0.072984803,0.576571782,0.324766817,23.40619239,1.43499477,8.025439705,0.451730862,0.164746067,0.195425773,6.745482166,0,9.849572459,0,0,2.617076809,0.674944335,0,0,1.033421466,0,1.225856466,0.251756746,0.902383765,1.533456599,4.190399949,0,0.906894284,0.205608353,0.408978437,0.400053742,1.347424628,5.262305236,0,0.28629498,0.657521028,0.665043765,0,7.159021161,0,0,0,4.756470405,0.263714588,0,0,1.819948147,7.84276008,0,0,47.41100515,3.77503886,35.94004505,21.9145131,17.47925042,14.02553194,11.76625401,0.640011114,87.12608905,37.49647945,LiveFeeds,3,1,coral
L-T3-1-19,0,0,0,0,0.379666442,0,0.215259504,2.299984291,0,0.426622245,0.436200934,21.7879979,1.385361138,6.409731615,0.433610888,0.154033924,0.399081449,6.414646393,0,10.64658496,0,0,2.875931222,0.763219331,0,0,1.466702107,0,1.389219062,0.656691684,1.61190828,1.549228912,4.058633499,0,0.752039651,0.191654029,0.557079328,0.45853929,1.206313855,5.398256937,0,0.343958086,0.647715792,0,0,7.620857024,0,0,0,4.892157986,0.546007784,0,0,1.689104993,7.281182296,0,0,44.56719512,2.919289676,37.07287533,22.26168609,17.2388601,14.81118924,11.95526807,0.665321988,84.55936012,39.20997514,LiveFeeds,3,1,coral
L-T3-2-04,0.193037483,0,0,0,0.398346766,0.099610835,0.225720087,2.585777299,0.117738895,0.55788212,0.47505099,20.21083219,1.55586793,6.131303094,0.436929596,0.244372536,0.468687715,7.243623915,0,9.363411721,0,0,2.528270623,0.575446796,0,0,1.120928129,0,1.291215348,0.424995093,1.360409526,1.43984031,4.76087058,0,0.643397178,0.245664813,0.509805609,0.407737791,0.994441532,7.2523482,0.27425331,0.511232971,0.578428269,0,1.017452942,8.195263065,0,0,0,5.158426502,0.500489284,0,0,1.635936191,7.257428534,0,0,42.00361208,4.299545285,39.70925871,23.48416121,17.94130937,16.2250975,13.81295403,0.690895338,86.01241607,41.61829938,LiveFeeds,3,2,coral
L-T3-2-32,0.125583117,0,0.157616986,0,0.329359118,0.084800058,0.191113818,2.795450805,0.101764505,0.660292682,0.310267627,22.5277663,1.671739179,7.372898367,0.468587623,0.200266622,0.326878743,5.943906026,0,9.600683023,0,0,2.618913986,0.542886836,0,0,1.088011948,0,1.537894639,0.294387585,1.632093442,1.532882786,4.664426407,0,0.7459213,0.270162054,0.4609239,0.392527247,1.08902083,5.763773558,0.224941788,0.348142484,0.667522597,0,0.799158622,7.373522288,0,0,0,4.498566639,0.574762572,0,0,1.381205535,7.833947001,0,0,46.15700302,4.09927991,37.47993132,23.11013646,17.48113921,14.36979486,11.74388827,0.621796193,87.73621425,39.23730787,LiveFeeds,3,2,coral
L-T3-5-21,0,0,0,0,0.496137144,0,0.280583444,2.601749514,0,0.619682691,0.683614898,22.51130807,1.714843459,6.109499015,0.472538801,0.259831772,0.529562126,4.791772457,0,9.70977338,0,0,3.113934608,0.7994451,0,0,2.003693243,0,1.484628013,0.74460761,1.247084857,1.350470627,4.495928141,0,0.493691634,0,0.487503886,0.293119193,1.065692124,5.355899477,0,0.326836945,0.543791447,0,3.765117873,6.879992992,0,0,0,3.837236528,0.758323505,0,0,1.062175462,6.831341876,0,0,44.47514763,6.917099636,34.55679191,20.51652333,15.31730178,14.04026858,10.55194732,0.684339561,85.94903917,36.84729189,LiveFeeds,3,5,coral
L-T4-1-33,0,0,0.129053249,0,0.508778676,0.131024583,0.29438546,2.337626155,0.085492888,0.377748527,0.603915535,20.5306837,1.474433954,4.32825897,0.322034697,0.287860743,0.352634965,7.379365627,0,10.87006364,0,0,3.072969905,1.128688537,0,0,1.671989902,0,1.141345177,0.373230385,2.242925544,1.41466489,5.025021788,0,0.671883936,0.307808995,0.756403386,0.539997272,0.150667631,5.075343153,0.402163902,0.568112629,0.539825882,0,0,9.294503759,0,0,0,5.253909822,0.418379289,0,0,2.091355229,6.633161169,0,0,41.73099444,3.431396052,39.52238435,25.68913139,18.96100994,13.83325296,11.01991788,0.538486598,84.68477484,41.11011028,LiveFeeds,4,1,coral
L-T4-1-40,0,0,0.118149291,0,0.452184415,0.114772281,0.250844441,2.302754304,0.09443326,0.406241496,0.442863002,18.20778666,1.376529586,4.369190107,0.295502535,0.248023021,0.521470288,7.253532686,0,8.757817975,0,0,3.059002659,0.984201427,0,0,1.650875064,0,1.054003001,0.31515495,2.15194791,1.138385039,5.308025377,0,0.60234928,0.249364076,0.624898534,0.474794455,0.916309523,6.644288351,0.446993846,0.350865602,0.648968444,0,0.709305232,10.53004911,0,0,0,4.952553538,0.353227489,0,0,2.330925787,8.325055894,0.128769551,0.150934673,36.62931649,3.722867455,45.06552608,29.37270215,22.56169731,15.69282393,12.98794587,0.534265586,85.41771003,46.8466223,LiveFeeds,4,1,coral
L-T4-3-43,0,0,0,0,0.389430024,0,0.230725893,2.79362688,0.126793008,0.463438778,0.559153117,22.22347135,1.975127407,5.978985449,0.424129628,0.225831832,0.432298044,5.825695904,0,10.67616992,0,0,2.60651542,0.749293791,0,0,1.74726842,0,1.757129036,0.504029611,1.451852264,1.386192956,4.653601624,0,0.629943216,0.288365142,0.444990542,0.360118187,1.341808102,5.274043319,0,0.392404993,0.535909939,0,1.21010055,7.123604362,0,0,0,4.720831661,0.421298194,0,0,1.379094178,7.177276457,0,0,44.78057906,5.015314274,36.98662761,21.78542888,16.21588494,15.20119872,11.69680127,0.697769083,86.78252095,38.88299483,LiveFeeds,4,3,coral
L-T4-5-13,0.081938945,0,0.120123871,0,0.34768797,0.093002284,0.262797487,3.303502524,0.126487392,0.949593274,0.264478455,25.2114496,1.965831326,10.60242221,0.563633507,0.217368864,0.202735642,4.496799709,0,7.464932221,0,0,3.047505449,0.581290563,0,0,1.244397085,0,1.379470719,0.26094442,1.020580504,1.186808429,5.125065906,0,0.857190298,0.264235946,0.408175061,0.300915135,1.262286643,4.152654758,0.223343287,0.218019182,0.65754279,0.213897264,0,6.931893994,0,0,0,2.69649965,0.260261384,0,0,1.229656553,9.497280255,0,0,49.8072267,3.909489545,35.06404449,24.0278205,18.53971688,11.03622399,8.412356185,0.45931024,88.78076073,36.74890085,LiveFeeds,4,5,coral
L-T4-5-19,0,0,0.172564448,0,0.390936256,0,0.222956814,2.725265448,0.142875303,0.690872467,0.381621549,22.68923052,1.793167293,8.198668898,0.490376825,0.294276966,0.365655304,4.923037632,0,7.877857991,0,0,3.082218169,0.771464638,0,0,1.825275478,0,1.26144684,0.443839396,1.344146964,1.098637719,5.03297915,0,0.562970599,0.277957194,0.640296749,0.366511405,0.991078055,5.170183118,0.114975197,0.57176271,0.531095868,0,1.844523079,8.122588121,0,0,0,3.377704389,0.407210348,0,0,1.423121575,8.1591276,0,0,45.0723673,5.297391982,37.18913789,24.19693861,18.35090836,12.99219928,9.905476967,0.536935663,87.55889717,39.02010529,LiveFeeds,4,5,coral
M-T1-2-40,0,0,0.180237992,0,0.609997484,0.155650889,0.347604674,2.317380724,0.136240012,0.529204679,0.315264321,18.83291289,1.424071374,4.548223311,0.409032582,0.273531292,0.428819437,5.909473101,0,7.305530831,0.173533079,0,2.145708174,0.553575342,0,0,1.141873214,0,1.339022954,0.57705284,1.602054054,1.119870822,7.468689322,0,0.438576808,0.214320025,0.421287292,0.323501459,0.668324866,8.35713143,0,0.291401889,0.592581986,0,0,11.10189687,0,0,0,3.83332186,0.495286975,0,0,1.572780028,9.879244538,0,0,36.0413374,2.802003832,47.28784059,31.62466481,23.14650342,15.66317578,13.18227962,0.495283535,86.13118183,49.29532744,Mix,1,2,coral
M-T1-3-55,0,0,0.150072628,0,0.465592314,0.135591457,0.261442043,2.351058179,0.10889321,0.703068145,0.410755766,22.7045703,1.738382388,7.305499426,0.467711982,0.224125714,0.334908063,6.27467857,0,9.563651763,0,0,2.095412384,0.63015709,0,0,1.281656649,0,1.073644286,0.455534666,1.043884075,1.386979189,4.902828255,0,0,0.493608928,0.399821384,0.318308144,0.988420348,5.833534942,0,0.293117277,0.662807614,0,0,8.271197121,0,0,0,4.239233455,0.417660234,0,0,1.550927707,8.651718148,0,0,45.27549852,2.975766006,38.15535313,24.42055531,19.13665059,13.73479782,11.37949689,0.562427744,86.40661766,40.07631545,Mix,1,3,coral
M-T1-3-56,0.118629668,0,0.161594639,0,0.460217085,0.115480245,0.257713082,2.777253792,0.154870527,0.702347197,0.284585048,24.00932377,1.91937897,7.9855068,0.481524394,0.202195791,0.250227651,5.152437295,0,8.963720139,0,0,2.641192475,0.519906501,0,0,1.151445579,0,1.389302845,0.44029024,0.798030013,1.3123868,6.090148392,0,0.69038128,0.292912209,0.386908498,0.307497523,1.171523532,5.059043462,0,0.555741339,0.650384292,0,0,7.501224169,0,0,0,3.722370264,0.400914013,0,0,1.211470152,8.541428316,0,0,47.37432665,3.544323827,36.94348425,24.14230104,17.90450693,12.80118321,10.26043478,0.530238737,87.86213473,38.76591083,Mix,1,3,coral
M-T1-4-46,0.133488858,0,0.13653133,0,0.526669124,0.135017056,0.297270468,2.672197002,0.150161494,0.850383145,0.314940924,23.46320468,2.154089287,6.72976714,0.490080242,0.209240773,0.561166901,4.316518672,0,8.287485373,0,0,2.34156121,0.547729253,0,0,1.34510203,0,1.732661024,0.615102938,0.993176353,1.254821043,6.44487323,0,0.514422719,0.314822205,0.330876644,0.2978025,1.302191426,5.755783182,0,0.265904424,0.602309031,0,0,8.719960476,0,0,0,3.306148981,0.386746343,0,0,1.178946932,8.042972662,0,0,44.51140599,3.657677402,39.1196188,25.37992965,18.5441891,13.73968914,10.66192609,0.541360411,87.28870219,41.38827791,Mix,1,4,coral
M-T1-5-44,0,0,0.118265584,0,0.456528573,0.1209266,0.257057206,2.484806651,0.136417345,0.597930014,0.458874612,22.38246485,1.993761868,5.866230744,0.458161442,0.213377188,0.395761468,6.365308138,0,10.91917359,0,0,1.826405298,0.555264946,0,0,1.050378515,0,1.593025927,0.543463087,0.895627063,1.413710495,5.55467491,0,0.491163644,0.213529137,0.344368153,0.304482296,1.099806024,6.013709326,0,0.216528752,0.548802905,0,0,8.177069697,0,0,0,4.908471515,0.500842096,0,0,1.246096031,7.333714518,0,0,44.84432093,3.507123794,38.17705582,23.20718222,17.30568315,14.9698736,12.32646916,0.645053478,86.52850054,40.12324472,Mix,1,5,coral
M-T2-2-37,0,0,0.130841555,0,0.573878287,0.153629538,0.332617846,2.227299162,0.125917658,0.539625865,0.410893162,20.3799022,1.659151918,4.880362733,0.438012683,0.456468857,0.428484375,7.058322964,0,9.48000559,0,0,2.273136847,0.614387212,0,0,1.150156155,0,1.264866304,0.562839794,1.520481832,1.385763425,5.486113812,0,0.397417035,0.281254632,0.454317128,0.399834949,0.806682074,7.421288827,0,0.22105927,0.554224597,0,0,9.365501059,0,0,0,4.771062849,0.504138386,0,0,1.554819418,7.671352007,0,0,40.20331531,3.331103261,41.41215929,25.59826813,19.14589708,15.81389116,13.3988687,0.617771916,84.94657786,43.39572074,Mix,2,2,coral
M-T2-3-19,0,0,0.145831032,0,0.43097389,0,0.245195704,2.336550356,0.119807967,0.606001991,0.394685882,23.07580733,1.943601837,6.221228802,0.421893927,0.18755257,0.353104518,5.774092432,0,11.06917966,0,0,2.269636393,0.630332999,0,0,1.502389752,0,1.66583405,0.508991389,1.004583466,1.476436358,4.945979114,0,0.586814477,0.263658318,0.361144548,0.310908619,1.149781313,5.76544087,0,0.275719962,0.587727805,0,0,7.500093162,0,0,0,4.579564162,0.577189472,0,0,1.170419696,7.305659765,0,0,46.1450895,3.496121051,36.90065397,21.9267352,16.56390043,14.97391876,11.80569496,0.6829069,86.54186452,38.77237161,Mix,2,3,coral
M-T2-4-29,0,0,0.10321477,0,0.367427674,0.119134432,0.214311323,2.580536598,0.08852902,0.944501002,0.266652266,25.76716658,1.705919592,12.03934762,0.628327558,0.197708527,0.284263247,4.228491287,0,8.830230353,0,0,2.218205469,0.623896264,0,0,0.951552506,0,1.241024712,0.35155029,1.10280566,1.391625945,4.747023297,0,0.611135539,0.336513367,0.412338997,0.336214675,1.393284998,4.160507293,0,0.197503208,0.683039563,0,0,6.314362886,0,0,0,2.661930166,0.266987284,0,0,1.210686559,9.236038096,0,0,52.53345236,3.206458311,33.35543085,22.6109165,17.4441271,10.74451435,8.551937132,0.475191457,89.09534151,35.30261151,Mix,2,4,coral
M-T2-5-30,0,0,0.160068558,0,0.490680748,0.157615188,0.293609284,2.986701792,0.153301503,0.825726153,0.214310523,26.09904189,1.903593884,9.161756712,0.508290338,0.217893103,0.247697398,3.92173613,0,7.789846708,0,0,2.878705593,0.523340438,0,0,1.311735537,0,1.443975525,0.366042168,0.874943689,1.156358813,5.947273369,0,0.706786878,0.357006356,0.348405374,0.299688007,1.113983919,4.534231301,0,0.225831163,0.580134394,0,0,7.318465404,0,0,0,2.850678498,0.344012915,0,0,1.068854595,9.161256543,0,0,49.09775008,3.552892248,35.92508639,24.3707936,18.12871094,11.55429279,8.798581725,0.474104084,88.57572871,37.62725069,Mix,2,5,coral
M-T2-5-35,0,0,0.205146662,0,0.409959372,0,0.222721739,2.683037061,0.148725123,0.868834948,0.276363493,25.51908742,2.180604373,7.410692498,0.569107167,0.251452573,0.344622141,4.044578434,0,10.21272854,0,0,4.319104507,0.72216512,0,0,1.49945376,0,1.352273241,0.693378039,1.323654669,1.380142092,4.636132624,0,0.635555884,0.380541005,0.433051808,0.300065593,1.022591897,4.179631948,0,0.302424249,0.555095858,0,0,6.338320962,0,0,0,3.371440228,0.560914486,0,0,0.962693103,6.861265021,0,0,49.57605977,3.873242451,31.84752305,20.12206638,14.71737494,11.72545667,8.873729666,0.58271633,85.29682526,34.00972625,Mix,2,5,coral
M-T3-3-33,0,0,0.110377879,0,0.449817183,0.122970482,0.25169473,2.644465468,0.131437869,0.685878788,0.271916153,23.77304253,2.091723528,7.837076075,0.456569061,0.199710991,0.375268269,4.06454233,0,6.857148062,0,0,2.201713483,0.510332181,0,0,0.924224053,0,1.649550531,0.382640607,0.685637593,1.053397843,6.834154195,0,0.686899398,0.301905765,0.290672252,0.273361958,1.385763292,6.474856029,0.193060968,0.237137539,0.670815797,0,0,9.184416395,0,0,0,2.60848111,0.364677633,0,0,1.286706924,10.37018112,0,0,43.85387407,3.683593705,41.87039416,28.55415719,21.7051812,13.31623697,10.74246239,0.466350202,89.40786194,43.7556879,Mix,3,3,coral
M-T3-4-05,0,0,0.091789742,0,0.34346719,0.116443744,0.198942359,2.64964883,0.086676234,1.02418057,0.226087561,25.82439415,1.757165664,11.86155968,0.622399771,0.183554737,0.297083801,4.603246431,0,8.604458391,0,0,2.126304215,0.529163101,0,0,0.965606624,0,1.160308892,0.315654318,0.82009023,1.330873117,4.360304663,0,0.571832774,0.267272983,0.351576098,0.270805614,1.394883145,4.299947346,0.167343965,0.195260935,0.777482349,0,0,6.417735875,0,0,0,2.967515121,0.369187323,0,0,1.243895175,9.378180785,0,0,52.30292883,3.092589954,33.44661744,22.38755069,17.98463815,11.05906674,8.933151226,0.493982879,88.84213622,35.45923768,Mix,3,4,coral
M-T3-4-18,0,0,0.103823591,0,0.363569618,0.113131372,0.211558887,2.776076362,0.108046129,0.848167274,0.270008793,25.30162424,1.773933461,9.966891406,0.54109869,0.190556562,0.255903801,5.156521909,0,9.447897324,0,0,2.267356698,0.505598342,0,0,0.790161096,0,1.328542188,0.318891695,0.737452078,1.480060962,5.144119655,0,0.812518204,0.32228133,0.386556721,0.309384986,1.534184222,4.220220429,0.222593413,0.235310421,0.734056569,0,0.837953674,5.736931136,0,0,0,3.436529748,0.261655091,0,0,1.053471486,8.608170528,0,0,50.80806339,4.315298153,33.12176097,21.5027383,16.35522313,11.61902267,9.500319385,0.540350839,88.24512251,34.97171172,Mix,3,4,coral
M-T3-5-16,0,0,0.115603902,0,0.270950777,0.087663572,0.245088472,2.876152136,0.118351209,0.913121491,0.41951183,27.94188062,1.680240528,11.58376371,0.607617823,0.176876279,0.326050224,2.807968726,0,7.236101624,0,0,3.607096751,0.444899898,0,0,1.23570849,0,1.671482712,0.564237669,0.701634503,1.293790191,4.502379774,0,1.14768398,0.335772203,0.312211512,0.28701346,1.753695175,4.042682489,0,0.46121372,0.719927299,0,0,5.221772482,0,0,0,2.196006795,0.342997371,0,0,0.887021386,9.618961439,0,0,53.07683628,3.878436029,32.11835871,20.93176958,16.44768261,11.18658912,8.279397919,0.534431123,89.07363101,34.33619172,Mix,3,5,coral
M-T3-5-41,0,0,0,0,0.491099918,0.127439016,0.281702879,2.61915766,0.138251154,0.711322282,0.367068899,25.34667937,1.934603688,7.203262553,0.51312599,0.217752162,0.397156443,4.986153245,0,9.756078761,0,0,3.198441644,0.573314997,0,0,1.063868583,0,1.395861217,0.586745607,0.778795438,1.437765659,5.158852152,0,0.730981731,0.247080845,0.390771572,0.339223985,1.151362204,4.981697465,0,0.300649675,0.648670945,0,0,6.691740748,0,0,0,3.963782843,0.4486254,0,0,1.132892983,7.897021445,0,0,48.21431294,3.635738478,34.55509906,21.65930277,16.37032612,12.8957963,10.4360665,0.595392956,86.40515048,36.70079805,Mix,3,5,coral
M-T4-2-02,0.179926138,0,0.157715435,0,0.331570894,0,0.167756953,2.403935566,0,0.712929279,0.283688939,23.91627436,1.888868477,8.299725971,0.578530461,0.217952625,0.39084618,5.257504373,0,9.958575481,0,0,2.350971007,0.734437573,0,0,1.661797714,0,1.413150031,0.656091244,1.546564306,1.453452984,4.621273516,0,0.503922195,0.361148298,0.45680303,0.354730599,1.156846467,5.282998301,0,0.225062597,0.664689313,0,0,6.821192782,0,0,0,4.179122308,0.571300486,0,0,1.220433899,7.164567039,0,0,48.33570133,3.255580535,35.42267696,21.37403154,15.87088303,14.04864542,10.97369767,0.657276349,87.01395883,37.71283416,Mix,4,2,coral
M-T4-3-14,0,0,0,0,0.240081063,0,0.201828592,2.434263779,0,0.640098779,0.260941658,24.82281507,1.91954551,9.092421696,0.513485571,0.144996986,0.297045358,5.201224825,0,10.20712158,0,0,2.252976154,0.487338404,0,0,1.013758452,0,1.867267497,0.488201642,0.710081471,1.51870724,3.853641014,0,0.783483634,0.264159048,0.296264858,0.333393127,1.727717308,5.417082974,0,0.187663296,0.673812116,0,1.559713668,5.484270399,0,0,0,4.559115697,0.422036275,0,0,1.043468787,7.484334007,0,0,49.62139257,4.932840505,33.49413073,18.57579568,14.68588531,14.91833505,12.03730911,0.803106113,88.04836381,35.46667542,Mix,4,3,coral
M-T4-4-11,0,0,0.205247063,0,0.395933383,0,0.215835386,2.689441228,0.121330608,0.658178841,0.269975836,21.12016152,1.69482684,5.767124687,0.474402539,0.210255331,0.345073181,5.871395054,0,9.426241611,0.184529761,0,2.142274901,0.49475028,0,0,0.876509982,0,1.342616776,0.53692882,1.052106332,1.432106632,5.431727623,0,0.498879144,0.268719693,0.388675536,0.321019536,0.889388675,6.734215338,0,0.27540694,0.610150947,0,1.959216342,8.051386938,0,0,0,4.608699582,0.566791668,0,0,1.317177176,8.011838071,0,0.810148236,42.52937573,5.023203794,39.44683426,24.67438438,18.80070137,14.77244989,12.55332313,0.598695784,86.99941379,41.41338975,Mix,4,4,coral
M-T4-4-26,0,0,0.100177716,0,0.361106486,0.116317845,0.209433806,2.690178714,0.098510663,0.769348178,0.280711083,25.59675562,1.794984889,10.10791721,0.564519326,0.183204756,0.256037731,5.071456409,0,8.766360828,0,0,2.249297261,0.561829332,0,0,1.241451734,0,1.392280179,0.299046765,0.990138707,1.378070842,5.005454614,0,0.639926557,0.337551582,0.386437359,0.352657488,1.399488895,4.972929843,0.235968424,0.17587502,0.684852562,0,0,6.019484584,0,0,0,3.400510769,0.283960637,0,0,1.194614382,8.62550278,0,0,50.25508213,3.334889529,34.8304824,22.07116349,16.76042273,12.75931891,10.12558699,0.578099062,88.42045406,36.63493878,Mix,4,4,coral
M-T4-5-42,0,0,0.116923585,0,0.508074494,0.126239302,0.285292392,2.626945267,0.158785321,0.739059159,0.333844791,22.29121036,2.006754603,7.240706673,0.4668312,0.258443463,0.33640035,5.66522829,0,9.50410049,0,0,2.534425153,0.537363112,0,0,1.135257229,0,1.143699104,0.568798167,1.056962795,1.307670675,5.375222916,0,0.573632389,0.281174361,0.373151141,0.280605467,0.986668469,5.255420443,0,0.18953405,0.525870426,0,2.055713727,7.880262922,0,0,0,4.275741275,0.466437325,0,0,1.157005253,7.146956432,0,0,44.85573873,5.668348655,35.6938023,22.61641032,16.71009503,13.07739199,10.79843565,0.578225802,86.21788969,37.59170245,Mix,4,5,coral
P-T1-1-08-2,0.156095956,0,0.126618963,0,0.456066688,0.14105208,0.256475322,2.630972173,0,0.638938015,0.174798755,23.31107697,1.559306064,8.342864856,0.141552818,0.184704571,0.264222658,4.153805245,0,7.580073244,0,0,2.233707758,0.582078879,0,0,1.270907591,0,1.50574331,0.449624412,1.425506469,1.169202567,4.937442422,0,0,0.437586827,0.407333515,0.265509348,1.128069456,7.289483506,0,0,0.782277787,1.514971481,0,9.159808182,0,0,0,2.853181759,0.623468213,0,0,1.4372635,8.548710198,0,0,44.98664447,3.871367698,39.82162574,25.50873077,19.92805967,14.31289497,11.53624407,0.561097888,88.67963791,41.45930341,Pellets,1,1,coral
P-T1-1-26,0.146660924,0,0.133771835,0,0.494846009,0.128118378,0.279838133,3.068279877,0.091130516,0.531370454,0.152816242,22.02707831,1.597154235,7.588238204,0.452980886,0.197495533,0.319666733,4.388439818,0,7.360073929,0,0,1.875081179,0.550007097,0,0,0.99073401,0,1.641505918,0.361642914,0.998377605,1.125771987,6.912210168,0,0.521098042,0.237962792,0.284572656,0.272792717,1.210327622,7.312599525,0,0.207525742,0.639785419,0,0,10.01920594,0,0,0,3.100349271,0.316421529,0,0,1.613415317,10.34972657,0,0,42.78976544,2.79765736,44.42124467,29.8929356,22.62213325,14.52830906,11.89606914,0.486011453,90.00866747,46.19532062,Pellets,1,1,coral
