10:00,11:00,12:00,UNK1,UNK2,UNK3,14:00,14:1n-5,15:00,15:1n-5,16:00,16:1n-7,17:00,16:2n-4,17:1n-7,16:3n-4,UNK4,18:00,18:1n-9 t,18:1n-7 t,18:1n-9,18:1n-7,18:2n-6 t,18:2n-6,18:3n-6,18:3n-4,18:3n-3,20:00,18:4n-3,20:1n-11,20:1n-9,21:00,20:2n-6,20:3n-6,20:4n-6,20:3n-3,22:00,20:4n-3,22:1n-11,22:1n-9,20:5n-3,22:2n-6,22:4n-6,24:00:00,22:5n-3,22:6n-3,24:5n-3,24:6n-3
0.306100038,0,0.157119761,0.427109283,0.178205806,0.245064628,2.928544226,0.086233364,1.056933702,0.49969712,25.50001286,1.709258335,10.71195613,0.635552114,0.151349706,0.351232627,2.70626384,7.014910148,0,0,2.328560667,0.427344382,0,1.04294109,1.652883046,0.636619293,1.064155525,1.204368681,5.372067334,0,0.462948211,0.297928831,0.232309889,1.492513865,5.421045735,0,0.298108354,0.793662621,0,0,7.335554825,0,1.63589984,0.625658352,0.954918809,9.740683803,0.315612578,0.271876335
0,0,0.129769954,0.434660226,0.13447759,0.271550913,2.900308678,0.102202461,0.915382229,0.152484507,24.23925287,1.641397252,10.05735999,0.553506179,0.181251479,0.321382305,4.484779154,7.407637665,0,0,1.959200941,0.383888328,0,0.782703143,1.43053016,0.404251056,0.397120374,1.174697192,6.369433803,0,0.503005311,0.284582846,0.287648098,1.403984738,6.373513515,0,0.278219127,0.721712903,0,0,8.146377552,0,2.405823461,0.322579466,1.260956673,10.57293741,0,0
0,0,0.103728619,0.206542999,0.064453451,0.120834113,2.831211374,0.056917797,1.2881505,0.132222058,28.69829262,1.781888289,17.13124308,0.793363816,0.1101395,0.196479724,3.404273124,9.266946448,0,0,1.727226973,0.365955999,0,0.659504356,1.267451512,0.307585899,0.418978958,1.669879764,3.056341765,0,0.577057818,0.045341094,0.250778385,1.984005535,2.736368509,0,0.22077704,0.969876943,0,0.074371011,3.773379543,0,2.137000376,0.281083332,0.843701716,9.87836432,0,0
0,0,0.116213448,0.222736848,0.075077132,0.127503961,2.67293548,0,1.293400474,0.195998645,27.61658538,1.617858388,15.55828927,0.784626653,0.116563246,0.220730388,4.340322909,9.764259207,0,0,1.783653235,0.385421943,0,0.900029528,0.99638132,0.544166156,0.4724745,1.605197445,2.536022999,0,0.517028908,0.362473889,0.270994094,1.640471699,4.053731524,0,0.191142244,0.908789011,0,0,4.345895848,0,2.849666827,0.317144862,0.941543213,8.699392602,0,0
0,0,0.128288687,0.345894493,0.105831529,0.219154829,3.238576131,0.110810183,1.19738889,0.160362594,27.55243912,1.833667002,13.25608801,0.636031972,0.163616343,0.207142993,4.139215712,7.937337799,0,0,3.087309687,0.403414269,0,0.792301194,1.10046289,0.282906743,0.329499832,1.279746539,4.247502953,0,0.729312015,0.25472219,0.26514862,1.33476234,3.961889113,0,0.239700281,0.673798766,0,0,5.588949233,0,2.817771688,0.223797123,0.987187099,9.571959421,0,0
0.171313775,0,0.167520676,0.55560171,0.180075895,0.31795587,2.731739091,0.122743567,0.873640994,0.507427954,22.80091011,1.789742947,8.21928467,0.609980908,0.190924191,0.414058981,3.761363112,7.348104442,0,0,1.996462037,0.368070383,0,0.751835335,1.293421189,0.661594194,0.598364228,1.259497839,6.383523047,0,0.47658961,0.333278821,0.252608155,1.166613695,7.186343095,0,0.411922418,0.754452275,0,0,9.422480005,0,2.470382995,0.453299228,1.363495223,10.19239432,0,0
0,0,0.132032871,0.484608599,0.173603926,0.283790946,2.753777687,0.179312732,0.998156111,0.463057859,22.71839296,1.708496506,8.832481876,0.560755385,0.18152091,0.42017428,4.727602,8.007118182,0,0,2.019755221,0.392538403,0,0.817997208,1.233135373,0.581938414,0.835000093,1.249563461,5.874989169,0,0.484057772,0.321132502,0.251873776,1.155004827,6.40776329,0,0.290001555,0.705797968,0,0,8.950169664,0,3.051185685,0.525411646,1.317122811,9.744335876,0,0
0,0,0.090331184,0.224192876,0.072144457,0.124924658,2.629957901,0.08035386,0.769450871,0.204813123,26.69062653,1.801902318,10.42628118,0.56233626,0.104362639,0.209602058,4.899603699,10.24977211,0,0,2.355943735,0.474163446,0,1.052088806,1.724884225,0.482998943,0.742539804,1.68237882,3.269552765,0,0.800572124,0.303570189,0.396081145,1.946899303,5.354152601,0,0.196502594,0.780063064,0,0,5.221564274,0,3.763753567,0.36486814,1.065177866,7.988941732,0,0
0,0,0.109874495,0.268276051,0,0.152976559,2.913469136,0,0.930769429,0.190362156,27.00320266,1.650171026,12.4816181,0.660270987,0.102244683,0,4.544569436,10.45961033,0,0,2.071532211,0.421825317,0,0.767814971,1.377600841,0.45709665,0.534770483,1.84046073,3.493677437,0,0.752826546,0.405321857,0.336194156,1.839148239,3.88370012,0,0.281973301,0.851449244,0,0,4.55839648,0,3.409898359,0.251160633,1.015809578,8.971859271,0,0
0.124070616,0,0.116932668,0.270053622,0.080111892,0.159172597,3.474964335,0.101886657,1.222246506,0.110276999,30.6224878,1.953603027,14.22900361,0.695401357,0.146324888,0.214827042,2.934906276,8.730257716,0,0,2.928581849,0.407932916,0,0.977676864,1.349444098,0.314702099,0.568271469,1.415576253,3.524109776,0,0.850108376,0.164864454,0.258842794,1.638588934,2.720149272,0,0.208980193,0.782991643,0,0,4.301191486,0,1.947828314,0.284907915,0.786631746,8.808603234,0,0
0,0,0.111233511,0.312482879,0.092298843,0.181344197,3.404379681,0.110523112,1.146755508,0.11546685,28.62368743,1.928332465,13.24591371,0.667550873,0.144886341,0.224215084,3.335893864,8.058748814,0,0,2.717659033,0.399565984,0,0.932448951,1.386070329,0.371307953,0.555649289,1.402647112,4.234593714,0,0.856038736,0.265284279,0.302112383,1.588234894,3.605626487,0,0.175682272,0.778186573,0,0.092720316,5.008518767,0,2.37600832,0.292831772,0.930145928,9.419216835,0,0
0.099794185,0,0,0.288521395,0.111759086,0.166780004,3.083925996,0,0.734776571,0.181455416,27.43696035,1.679513802,10.94489865,0.623883099,0.09583233,0.171409176,4.205080221,9.144542438,0,0,2.941210406,0.492161841,0,0.866415312,1.37329267,0.38016985,0.546421398,1.546112847,3.609927225,0,0.942462464,0.273842383,0.326226359,1.957361396,4.104115468,0,0.22672011,0.899039061,0,0,5.513250242,0,3.201209574,0.262268874,1.237520675,8.742240123,0,0
0,0,0,0.224681006,0,0.361879223,2.879015417,0,0.735307774,0.226269012,27.20964245,1.922248021,9.985607092,0.665939888,0,0.272947671,4.916231415,11.7084506,0,0,2.52322187,0.495162996,0,1.09753446,1.755635902,0.635544937,0.620022933,1.875656215,2.992111951,0,0.879775684,0.325919607,0.371919027,2.029146574,4.580482807,0,0.249022877,0.752370356,0,0,4.914204303,0,3.786431954,0.396155737,0.989942686,7.253467744,0,0
0.146547278,0,0.108577766,0.181555943,0.078093786,0.104062761,2.716954392,0,1.319298808,0.157128767,29.65460792,1.731128758,17.21251557,0.875581359,0.118403735,0.213018993,3.16973702,8.930401084,0,0,1.99403206,0.412230623,0,0.850981458,1.234295316,0.46993102,0.451388358,1.497446429,2.678927389,0,0.62884423,0.375461251,0.253393736,2.045080129,2.682540194,0,0.198870336,1.067937095,0,0,3.435698843,0,2.027568667,0.299647829,0.769420106,9.05900718,0,0
0,0,0,0.254531258,0.112826558,0.144527886,2.686919604,0,1.147412268,0.298497166,27.1695816,1.730666097,15.07647129,0.759543549,0.116693021,0.235593437,3.337243918,8.682630242,0,0,1.960346488,0.398280568,0,0.954297018,1.284342765,0.399815186,0.67420813,1.526547719,3.627087592,0,0.502437713,0.341076082,0.250012109,1.738789885,3.850700162,0,0.270155316,0.961499834,0,0,4.89422683,0,2.225933766,0.386864845,0.952043052,9.631494206,0,0
0.139472411,0,0.109426002,0.214335717,0.095645943,0.118674525,2.956701749,0.070905215,0.696079711,0.266436608,28.60177159,1.824944197,11.51689445,0.637625074,0.098115211,0.187423492,3.035968878,7.355522454,0,0,3.117862012,0.472937295,0,0.837516331,1.544832951,0.292912682,0.436637292,1.308393691,3.80069911,0,0.805227855,0.263414296,0.382412704,2.130067684,4.325472233,0,0.260181381,0.957071976,0,0,5.190886767,1.256644413,2.444953704,0.26912208,1.117869861,9.773651134,0,0
0,0,0.148841122,0.364485283,0.10822258,0.21282385,2.906142778,0.092152239,0.891060038,0.162372085,27.0315373,1.652121628,10.88944386,0.620239755,0.136765075,0.240919352,4.730884661,8.729386239,0,0,1.972833556,0.344104815,0,0.717068153,1.405189652,0.453740384,0.382427589,1.367959275,4.335754907,0,0.60501127,0.327690611,0.324080678,1.570327205,5.322040301,0,0.203332258,0.747073022,0,0,6.021831607,0,3.635413753,0.316623693,1.205369539,9.062075108,0,0
0,0,0,0.297538273,0,0,2.913767186,0,0.595341903,0.608546825,25.35345235,2.146810095,6.978563194,0.631697738,0,0.550975231,3.864045017,9.894438048,0,0,2.618192779,0.539561272,0,1.587801807,2.227044833,1.197168464,1.504671351,1.586167162,3.675415028,0,0.478168513,0.412112577,0.369533568,1.771414392,5.421678617,0,0.449745232,0.786092815,0,0,6.121459559,0,3.957881337,0.653285035,0.95876918,7.012978585,0,0
0,0,0.083523639,0.215688892,0,0,2.934436282,0,1.144639658,0.146384554,29.21610611,1.796176691,15.91903408,0.83976988,0.112029773,0,3.35007409,9.241035444,0,0,1.791416278,0.382931411,0,0.880790367,1.38941504,0.296533021,0.550382385,1.632872791,3.329348347,0,0.534980763,0.398504052,0.268225319,1.933563848,2.912570254,0,0.210909021,0.910917658,0,0,3.791685908,0,2.293887649,0.234376243,0.86091827,9.402846559,0,0
0,0,0.117372557,0.237068006,0.074079904,0.138979758,3.361833176,0.088204945,1.273743665,0.103679206,29.74099028,1.859371065,14.72217492,0.695054128,0.144444433,0.19260353,3.156468268,7.751231107,0,0,2.972330835,0.373898281,0,0.820537983,1.253310534,0.271680045,0.385148471,1.29978784,3.655922333,0,0.938329536,0.232346346,0.247273086,1.658679466,3.181284061,0,0.129479404,0.813889041,0,0.071242505,4.548197674,0,1.863189333,0.225274739,0.853473425,9.952598974,0,0
0,0,0.179142729,0.567890266,0.148629126,0.317775851,3.501633248,0.097402473,0.70762681,0.136754452,22.66010529,1.949663638,8.013293117,0.488310758,0.224121993,0.379808105,3.848707277,6.98767982,0,0,1.75146155,0.458372267,0,0.87973586,1.625704853,0.402841567,0.596667051,1.136314053,7.765417761,0,0.421173815,0.2626879,0.253317905,1.150796637,5.94999726,0,0,0.621820291,0,1.016806017,10.23200728,0,2.369974811,0.3064624,1.427381668,10.68339072,0,0
0,0,0.173833153,0.468731828,0.134324021,0.269683649,3.324303265,0,0.827011941,0.304680902,23.73679605,1.731672326,8.523034727,0.544984718,0.191846452,0.321319473,3.495357954,6.803046227,0,0,2.410496762,0.505553309,0,1.296688193,1.750882733,0.514305021,0.773126015,1.203834505,6.228516524,0,0.563183883,0.412047272,0.280125404,1.297461083,6.782678317,0,0,0.671235271,0,1.221983775,8.09485118,0,1.742676651,0.473084988,1.042218944,9.986172423,0.504029554,0.296213508
0.139790545,0,0.163250646,0.263727181,0.085986565,0.144885079,3.521658459,0,0.73800491,0.121040201,27.02681895,2.253071488,10.4353666,0.582377515,0.145692005,0.240287909,2.399629437,7.405251592,0,0,2.592705678,0.431566446,0,1.652898766,2.527536101,0.421446593,0.572874982,1.299915304,4.904538459,0,0.788947126,0,0.382167507,2.61793227,4.831141749,0,0,0.751542771,0,1.086826747,6.260724843,0,1.413225518,0.361129359,0.8432072,10.07662878,0,0
0,0,0.105999303,0.249341843,0.070868518,0.162288256,3.236468499,0.072039106,1.219649063,0.103116216,28.72490588,1.980453708,15.62826062,0.751883479,0.126438901,0.171630062,3.534807016,8.484127346,0,0,1.782818537,0.351726765,0,0.649331328,1.280513276,0.262327488,0.300249097,1.43025015,3.81325614,0,0.560463444,0.346302834,0.224265509,1.703482865,3.292312834,0,0,0.805046025,0,0,4.812170517,0,2.033050553,0.218037218,0.925391468,10.26428091,0,0
0.102143587,0,0.143533114,0.304316662,0.110451567,0.177048626,3.562685171,0.088609002,1.159456542,0.122459086,26.60607347,1.894035821,13.83073609,0.680386194,0.140135307,0.195209615,3.898946278,8.052528783,0,0,1.822284508,0.374902564,0,0.816692567,1.348681779,0.272067189,0.475868201,1.348355503,4.544958596,0,0.463820166,0.337488382,0.230818558,1.572208357,3.928645073,0,0,0.788784962,0,0.833111765,5.586418857,0,2.364417181,0.304877436,1.009170376,10.12967203,0,0
0,0,0.159413327,0.680581022,0.167575265,0.400597491,2.971575728,0,0.698722972,0.215486463,19.48785905,1.679568608,6.753401876,0.509808042,0.246844041,0.443399554,5.043155882,5.895907821,0,0,1.646035135,0.353307023,0,0.863227766,1.413934426,0.618683657,0.693615057,0.906153719,7.845367242,0,0.330209055,0.377433384,0.291769712,0.957057007,8.121382002,0,0,0.543574206,0,1.768339121,11.31012309,0,2.664496308,0.370503044,1.453619003,11.00276107,0,0.285697844
0,0,0,0.481678757,0.124114263,0.242670286,3.230571483,0,0.753349925,0.297007259,26.17270095,2.044556506,8.80665921,0.513176597,0.130748647,0.236970617,5.499923878,10.52549228,0,0,2.127644136,0.488637725,0,1.027172389,1.676289863,0.48877234,0.467613156,1.532953579,4.443430593,0,0.734130579,0.361527386,0.304427356,1.560741763,4.561558687,0,0,0.60818805,0,0.640431844,5.816265978,0,3.801728836,0.313848308,0.910016809,7.18792243,0,0
0.090491406,0,0.116094577,0.208096734,0,0.172839186,3.304300222,0.075752337,1.135251178,0.171875823,29.04030258,1.940971097,14.09245664,0.685221375,0.123073014,0.185589987,3.894002946,9.380455032,0,0,2.574662012,0.368761775,0,0.66779991,1.449479578,0.299777644,0.571437478,1.577351421,3.263703692,0,0.893432664,0.38204212,0.272954984,1.831007313,3.187860856,0,0,0.862512267,0,0.556221145,4.025201456,0,2.514135213,0.326661475,0.804080161,8.563082168,0,0
0,0,0.203464761,0.408841533,0.142198793,0.233271458,3.661569233,0,1.06578607,0.152827659,27.7701266,1.900508635,11.95893437,0.650050219,0.156826792,0.167910434,3.880588424,8.592924729,0,0,2.564068377,0.400976139,0,0.999716373,1.386220426,0.495557892,0.45594249,1.322560466,4.398782894,0,0.671004497,0,0.254678787,1.612469172,3.432163351,0,0,0.524951931,0,1.608365154,5.20720936,0,2.663170181,0.189560168,0.817381684,8.562506884,0,0
0,0,0.142061547,0.295488376,0.102662905,0.16989333,3.731624178,0.093380552,1.095551626,0.111807999,29.66525542,1.807855763,13.15469914,0.645590531,0.130264437,0.125453023,3.258413858,8.827485227,0,0,3.23897071,0.415934969,0,1.087213062,1.613091221,0.379477348,0.398063072,1.435429609,3.799587755,0,1.076509942,0.320357546,0.315240707,1.562507271,3.208613671,0,0,0.658246913,0,0.200404415,4.68889706,0,2.166459153,0.321929207,0.684086957,8.585596529,0,0
0.164003891,0,1.443177244,0.432415638,0.117203808,0.22086965,3.297001852,0.154242809,0.711729347,0.212026419,24.19575923,2.108438775,8.580366691,0.500280145,0.177653331,0.304519269,5.370924253,8.242734938,0,0,1.682306215,0.377634431,0,0.76518431,1.596246111,0.375806942,0.662942403,1.212120776,5.691853247,0,0.467532986,0.345874163,0.295140443,0.131176215,6.064200935,0.104680859,0,0.570640855,0,0.941571966,6.941287904,0.488162049,3.936711849,0.392832026,1.069824398,8.202659262,0,0
0,0,0.11340302,0.258178901,0.165398969,0.185819587,2.935723568,0.126792571,0.601841094,0.284395419,23.98037674,2.168294406,8.634239853,0.397675604,0.170739521,0.537101684,4.699352518,9.339590282,0,0,2.277028805,0.461547085,0,1.266114003,1.924048065,0.598986239,0.820176873,1.412977953,5.110274462,0,0.578246233,0.360827357,0.30697066,1.587855037,6.040333712,0,0,0.542633454,0,0,7.939420559,0,3.437807616,0.555849685,1.077566233,8.162659545,0,0
0,0,0,0.409787589,0,0.768534585,2.663702267,0,0.623315448,0.339613439,24.23883534,2.029271511,8.671287324,0.508270058,0,0.411494158,5.773307773,10.61630198,0,0,1.680812576,0.438601635,0,0.985124491,1.472626002,0.766294357,0.947511948,1.427905999,4.398056741,0,0.335185448,0.417903338,0.244015464,1.101021385,5.042730231,0,0,0.607757064,0,3.239401135,6.165062113,0,3.981681869,0.535692346,1.000305289,6.953323627,0,0
0.182386413,0,0.255688009,0.300770177,0,0.532354174,3.155150989,0,0.588879674,0.233471232,26.93966063,2.036280946,9.177287265,0.547769166,0.138485522,0.239342307,3.850744906,8.310351676,0,0,2.912230977,0.423631052,0,1.472431704,2.04845703,0.568697539,0.729446321,1.229380214,4.377908571,0,0.592767692,0.378210642,0.29727717,1.253992943,4.804779904,0,0,0.597016877,0,1.312362754,5.501257675,0.322498337,3.265403042,0.485955837,0.849639853,8.165339247,0,0
0,0,0.142522123,0.358763322,0,0.20371572,3.335622473,0.151622347,0.73779244,0.211687477,25.49459163,2.034708838,10.2480482,0.535470414,0.162973436,0.285603343,4.695200669,8.174686393,0,0,2.491557394,0.366795054,0,1.058334805,1.690778042,0.410837012,0.777890836,1.207360109,5.248937467,0,0.65280708,0.336785527,0.262740261,1.309832019,5.253338641,0,0,0.53751328,0,1.040769395,6.633056834,0,3.236427399,0.412123038,0.968246219,8.741729748,0,0
0,0,0.145974533,0.465219055,0.120486261,0.267735997,3.009329009,0.126735018,0.652777967,0.279381021,22.31793828,1.699192267,7.78696524,0.469743282,0.277473954,0.322223705,6.619616676,9.629787651,0,0,1.568815474,0.346806855,0,0.666237703,1.411146039,0.397354518,0.767717004,1.470836746,5.255399029,0,0.466199344,0.34040178,0.28759309,1.001303731,6.357162854,0,0,0.551004322,0,1.267033878,7.936110746,0,4.600207399,0.451896569,1.324785619,7.848653572,0,0
0,0,0.150018607,0.421504964,0.095756787,0.232335629,3.036989849,0.121410191,0.581367452,0.22051035,21.19864992,1.656107681,8.08513521,0.448764161,0.217948784,0.413138631,5.399121698,7.356136074,0,0,2.11687119,0.410470889,0,1.03506033,1.742693963,0.417083227,0.691927218,1.127231517,6.271605982,0,0.492632051,0.364558318,0.266351127,1.288857238,7.85302358,0,0,0.601919027,0,1.119494118,8.757766947,0,3.252509398,0.367917974,1.272156365,10.36648452,0,0
0,0,0,0.536038854,0.12870953,0.299817622,2.645714337,0,0.643672383,0.335004828,22.60286488,1.748045867,7.320341624,0.446299543,0.18761413,0.308757677,7.072572989,10.7664487,0,0,1.489433529,0.444811979,0,1.145529284,1.320094452,0.560349515,0.840306913,1.529962317,5.055306364,0,0.417267838,0.46404684,0.240737528,0.980411544,5.861703633,0,0,0.566068185,0,1.596986422,7.563281138,0,5.001871514,0.466425327,1.150028408,7.428957778,0,0
0,0,0.14455146,0.36181359,0,0.201672612,2.951176352,0,0.505908217,0.177557862,24.83380103,1.93607611,9.218245479,0.527858078,0.150601526,0.262397892,4.563172337,8.265442258,0,0,1.687734235,0.377295812,0,1.310886588,1.795884924,0.498934976,0.534101636,1.260142456,4.646627688,0,0.449560425,0.388798808,0.294431354,1.381635243,6.409955316,0,0,0.66283399,0,1.360418944,6.545112812,0,3.894041547,0.420180314,1.266836166,9.077632739,0,0
0,0,0.167106261,0.568726794,0.146611883,0.335412014,3.126516652,0.182394389,0.707998802,0.283985395,23.27023336,2.14880388,7.927757661,0.490928799,0.27240591,0.361266667,4.779126247,7.785864609,0,0,2.270119512,0.446632419,0,1.20678367,1.431395663,0.608703536,0.647821976,1.113779621,5.75298943,0,0.577545022,0.39042706,0.237909599,0.829963718,6.459181027,0,0,0.515713093,0,1.466528661,9.296393016,0,2.998920546,0.479888793,1.191509017,8.814622007,0,0
0.146669831,0,0.076096419,0.074406477,0.046953714,0.054309588,3.691365781,0.044453723,1.19756119,0.064510585,37.67191416,1.807260399,13.79593801,0.701762153,0.100811467,0.08086537,1.5592272,9.51641257,0,0,5.792333706,0.519682092,0,1.202698555,2.062976,0.129803432,0.478798625,1.771818186,1.22647918,0,2.610485591,0.176017076,0.509528595,2.965007605,0.957105264,0,0,0.675650617,0,0.562828431,1.473333642,0,0.756372608,0.214953957,0.263865972,4.457965032,0,0
0.039008531,0,0.062856313,0.058128627,0.055685303,0.041073328,3.419239697,0.037078545,1.130332078,0.062096713,37.47459427,1.790975656,13.44157794,0.681007925,0.053910689,0.131437548,1.604151844,9.438680002,0.056355497,0,6.270546711,0.520664994,0,1.165799496,1.855851579,0.138687631,0.402184946,1.761461926,1.125062269,0,2.904390814,0.176322617,0.480171476,2.909474016,1.044575647,0,0,0.694875789,0,0.610669271,1.521044069,0,0.799800712,0.210791309,0.301274863,4.971897613,0,0
0,0,0.082060972,0.129690627,0,0.13207452,2.726266511,0.060388055,0.992165221,0.111827432,28.74538263,1.489572581,9.848566226,0.530629194,0.065588045,0.169286445,3.734228959,7.790042842,0.065292042,0,6.178715382,0.472954443,0,0.934947386,1.556526919,0.209610033,0.657854152,1.505564659,2.1418115,0,2.630687137,0.30055193,0.534615184,2.594705596,4.965843021,0,0,0.890141729,0,0.872622432,4.12169183,0,2.29220317,0.331634717,0.92401004,8.56346855,0,0
0.081387418,0,0.072351678,0.062013578,0,0,3.095295792,0,1.248560726,0.072939222,33.59033844,1.324388185,13.12016745,0.708031944,0,0.103433303,2.516023238,9.908145198,0.097374062,0,6.295785845,0.431163434,0,0.968440176,1.529397103,0.189782499,0.615792287,2.021638105,1.295391395,0,3.193463953,0.320272942,0.619831088,2.780561097,1.809129857,0,0,0.955795658,0,0.192231031,1.823464776,0,1.605464949,0.290449612,0.455593816,5.781810508,0,0
0.098979502,0,0.073704603,0.081214382,0,0.055279448,2.960103444,0.04540945,1.177442821,0.076144751,33.35102576,1.304114181,12.58567606,0.673866135,0,0.111864213,2.985105351,9.915156504,0.06163921,0,6.019589193,0.427238269,0,0.988473866,1.4442357,0.196566466,0.791627879,1.923577866,1.392202858,0,2.904930981,0.311403993,0.585114747,2.524931867,2.178187716,0,0,0.863783622,0,0.915721599,2.004576912,0,1.996587698,0.28811797,0.494347653,5.383641784,0,0
0,0,0.087275411,0.087989789,0.035236819,0.053518206,2.902584324,0.042032483,1.1522102,0.083414415,33.98299476,1.670152505,13.37274439,0.68055129,0.063515618,0.132324201,2.144036996,7.610071952,0.041395974,0,6.112457328,0.416497289,0,0.794048913,1.360547262,0.129709339,0.446726299,1.366330685,1.461661706,0,2.445398509,0.22198999,0.395228317,2.775864629,2.604414027,0,0,0.802123123,0,0.627783905,2.821920874,0,1.069976696,0.222606522,0.671844083,8.674093508,0,0
0,0,0.078863947,0.109208833,0,0.100614583,3.184471977,0,1.381165008,0.219499388,32.690896,1.509331874,13.44092951,0.708630452,0,0,1.811798209,8.338776881,0.0783032,0,6.249387633,0.446819799,0,1.324736055,1.481318279,0.303616977,0.704871357,1.751083567,1.349228828,0,2.44432702,0.349636308,0.47283369,2.321047547,2.186452022,0,0,0.791752131,0,1.136612444,2.593633554,0,1.305099453,0.397398355,0.493601583,7.055754952,0,0
0,0,0.076949402,0.128648494,0.050105028,0.078722995,3.603700613,0.048653242,1.665802168,0.08446149,33.13613087,1.563595236,14.84560339,0.776040665,0,0,2.352419222,9.255708736,0.048953676,0,5.319103461,0.35628075,0,1.015843368,1.471972213,0.173280807,0.713851295,1.889969356,1.563425036,0,2.314190135,0.268840568,0.477441338,2.071905906,1.683340131,0,0,0.774283838,0,0.774954852,2.430552764,0,1.436888169,0.278400305,0.463668341,6.081355678,0,0
0,0,0.085716694,0.050442407,0,0,3.36125889,0,0.847927909,0.093987604,35.61346437,1.416659823,10.60133814,0.556171807,0.049066866,0.042623816,2.310803603,10.11003919,0.068529269,0,6.84589796,0.524371095,0,0.962973337,1.508849798,0.186144879,1.071670237,1.879949493,1.096231179,0,3.400008375,0.263732267,0.578950302,2.44020629,1.704074551,0,0,0.840808579,0,1.241952038,2.164304398,0,1.376052993,0.453250026,0.443692413,5.123417993,0,0
0.0629734,0,0.115466282,0.079316458,0,0.056068887,3.565648917,0,0.982900692,0.069681317,35.80889413,1.588390358,11.78596514,0.618413606,0,0,2.111331217,9.910539131,0.061076573,0,6.624785148,0.565626837,0,0.913843043,1.409596888,0.231359551,0.785239395,1.891398036,1.115105778,0,3.173064627,0.238658787,0.52001399,2.428645463,1.424710278,0,0,0.778339992,0,1.406413775,1.87630138,0,1.179855327,0.354648041,0.422792712,4.870143798,0,0
